OBJECTID,STATEFP,ELSDLEA,SCSDLEA,UNSDLEA,SDADMLEA,GEOID,NAME,LSAD,LOGRADE,HIGRADE,MTFCC,SDTYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEO_YEAR,SCHOOLYEAR,Shape__Area,Shape__Length
154,06, ,34140, , ,0634140,San Benito High School District,00,09,12,G5410, ,E,2653632487,1722251,+36.6535732,-121.0991880,2022,2021-2022,0.267616374234422,3.49318403891898
155,06, ,03030, , ,0603030,Northern Humboldt Union High School District,00,09,12,G5410, ,E,1822030406,33450360,+40.9504862,-123.9170860,2022,2021-2022,0.19641720081836,3.66888015950261
156,06, ,14190, , ,0614190,Fortuna Union High School District,00,09,12,G5410, ,E,1444103690,18292377,+40.5056706,-123.8642242,2022,2021-2022,0.154005824957039,3.3980149143293
157,06, ,07920, , ,0607920,Centinela Valley Union High School District,00,09,12,G5410, ,E,23843134,92346,+33.9102802,-118.3480805,2022,2021-2022,0.00233331091567379,0.266275699650306
158,06, ,42510, , ,0642510,William S. Hart Union High School District,00,07,12,G5410, ,E,1015920063,14041204,+34.4865291,-118.5520280,2022,2021-2022,0.101070341724608,1.48317411658739
159,06, ,08550, , ,0608550,Chowchilla Union High School District,00,09,12,G5410, ,E,584146334,2421184,+37.0721241,-120.2969305,2022,2021-2022,0.0594335354439863,1.39581087076067
160,06, ,06053, , ,0606053,Gonzales Unified School District (9-12),00,09,12,G5410,A,F,256114551,2643306,+36.5713950,-121.5093551,2022,2021-2022,0.0260360327506532,1.13525497864426
161,06, ,25150, , ,0625150,Modesto City High School District,00,09,12,G5410, ,E,430136527,3637374,+37.6621761,-121.0329004,2022,2021-2022,0.0442942217177915,1.63550894798088
162,06, ,06018, , ,0606018,Washington Unified School District (9-12),00,09,12,G5410,A,F,116450055,94412,+36.6451008,-119.7975716,2022,2021-2022,0.011744510882636,0.731644394571454
163,06, ,06016, , ,0606016,Dinuba Unified School District (9-12),00,09,12,G5410,A,F,73237788,0,+36.4906075,-119.3401553,2022,2021-2022,0.00736787316645859,0.662622002583677
164,06, ,18930, , ,0618930,Jefferson Union High School District,00,09,12,G5410, ,E,81646216,143063773,+37.6902096,-122.4962693,2022,2021-2022,0.0083793475728271,0.708519505134012
165,06, ,36972, , ,0636972,Victor Valley Union High School District,00,07,12,G5410, ,E,1417205513,5182960,+34.6630872,-117.4472770,2022,2021-2022,0.139881033498568,1.67048877675914
166,06, ,06019, , ,0606019,Santa Barbara Unified School District (7-12),00,07,12,G5410,A,F,292275185,178320245,+34.4401000,-119.8456870,2022,2021-2022,0.028853686657385,1.1940411792208
167,06, ,14820, , ,0614820,Galt Joint Union High School District,00,09,12,G5410, ,E,671155859,7177001,+38.2857504,-121.2399046,2022,2021-2022,0.0698434303112663,1.87516471351651
168,06, ,26880, , ,0626880,Nevada Joint Union High School District,00,09,12,G5410, ,E,1893280571,28205451,+39.2776911,-120.9336868,2022,2021-2022,0.200580678477763,2.67287005006996
169,06, ,12910, , ,0612910,Escondido Union High School District,00,09,12,G5410, ,E,273712053,2980435,+33.1206362,-117.0574659,2022,2021-2022,0.0267328150105186,1.146807693741
170,06, ,13530, , ,0613530,Fallbrook Union High School District,00,09,12,G5410, ,E,716406680,99338132,+33.3802371,-117.3901006,2022,2021-2022,0.0693652066368031,1.502334752006
171,06, ,16230, , ,0616230,Grossmont Union High School District,00,09,12,G5410, ,E,1210586724,17903584,+32.7738000,-116.8184000,2022,2021-2022,0.118219585707493,1.99721393720922
172,06, ,19110, , ,0619110,Julian Union High School District,00,09,12,G5410, ,E,1622719817,3633155,+33.0470228,-116.4590731,2022,2021-2022,0.156978030247046,2.28006616086792
173,06, ,34380, , ,0634380,San Dieguito Union High School District,00,07,12,G5410, ,E,211660527,108034024,+33.0115238,-117.2505076,2022,2021-2022,0.0206564109962528,0.71994912095788
174,06, ,38640, , ,0638640,Sweetwater Union High School District,00,07,12,G5410, ,E,389519285,20098372,+32.5993697,-116.9826897,2022,2021-2022,0.0379989878338165,1.52203341608973
175,06, ,10860, , ,0610860,Delano Joint Union High School District,00,09,12,G5410, ,E,1197069428,5482878,+35.7639665,-119.2482875,2022,2021-2022,0.119850158926965,2.65541652434118
176,06, ,39930, , ,0639930,Tulare Joint Union High School District,00,09,12,G5410, ,E,942070250,1568513,+36.1054659,-119.3707745,2022,2021-2022,0.09445477832287,1.76228859317249
177,06, ,06107, , ,0606107,Porterville Unified School District (9-12),00,09,12,G5410,A,F,4870429213,1202932,+36.0714985,-118.5589548,2022,2021-2022,0.48722814357825,6.71137358400025
178,06, ,01650, , ,0601650,Acalanes Union High School District,00,09,12,G5410, ,E,208229491,4117954,+37.8798010,-122.1364828,2022,2021-2022,0.0217451339531181,0.929148224461239
179,06, ,21600, , ,0621600,Liberty Union High School District,00,09,12,G5410, ,E,504991699,61858848,+37.9222259,-121.6687395,2022,2021-2022,0.0580845312374549,1.49340535114839
180,06, ,08010, , ,0608010,Central Union High School District,00,09,12,G5410, ,E,402027630,177538,+32.7410776,-115.6421516,2022,2021-2022,0.0386940751602651,1.27765077278498
181,06, ,06020, , ,0606020,Lammersville Joint Unified School District (9-12),00,09,12,G5410,A,F,76702161,1203987,+37.7444188,-121.5788115,2022,2021-2022,0.00796365672385946,0.423591762723221
182,06, ,02820, , ,0602820,Antelope Valley Union Joint High School District,00,09,12,G5410, ,E,3595470131,18652261,+34.6548837,-118.1499193,2022,2021-2022,0.355393310003137,3.30635366995699
183,06, ,06037, , ,0606037,Alhambra Unified School District (9-12),00,09,12,G5410,A,F,11858021,192712,+34.0587656,-118.0964295,2022,2021-2022,0.00117677842513331,0.18473213768255
184,06, ,12120, , ,0612120,El Monte Union High School District,00,09,12,G5410, ,E,54637318,3469062,+34.0695217,-118.0378986,2022,2021-2022,0.00567485490751096,0.394356702750096
185,06, ,42480, , ,0642480,Whittier Union High School District,00,09,12,G5410, ,E,104116958,807795,+33.9670928,-118.0376700,2022,2021-2022,0.0102351569682924,0.53753992851691
186,06, ,06022, , ,0606022,Santa Paula Unified School District (9-12),00,09,12,G5410,A,F,200024322,2443498,+34.4121719,-119.0656783,2022,2021-2022,0.019854699504549,1.11044002065026
187,06, ,05940, , ,0605940,Bret Harte Union High School District,00,09,12,G5410, ,E,1139900730,13551877,+38.1478436,-120.4651598,2022,2021-2022,0.118550011895877,2.91290291960425
188,06, ,11780, , ,0611780,East Nicolaus Joint Union High School District,00,09,12,G5410, ,E,378036280,3050281,+38.8548216,-121.5333568,2022,2021-2022,0.0395504763023382,1.05208291212705
189,06, ,38610, , ,0638610,Sutter Union High School District,00,09,12,G5410, ,E,627558795,4753004,+39.0624282,-121.7735887,2022,2021-2022,0.0658088784002757,1.94587636841336
190,06, ,34980, , ,0634980,San Mateo Union High School District,00,09,12,G5410, ,E,163737811,124770242,+37.5784336,-122.3292815,2022,2021-2022,0.0175916573466566,1.00485705196608
191,06, ,36390, , ,0636390,Sequoia Union High School District,00,09,12,G5410, ,E,257723689,60990894,+37.4640935,-122.2255366,2022,2021-2022,0.0270520876315459,1.03545413251115
192,06, ,19650, , ,0619650,South Monterey County Joint Union High School District,00,09,12,G5410, ,E,4895172821,60704354,+36.1142940,-121.0518645,2022,2021-2022,0.496074215636327,4.3662726151159
193,06, ,33980, , ,0633980,Salinas Union High School District,00,07,12,G5410, ,E,670996793,3778851,+36.6539433,-121.6156775,2022,2021-2022,0.0680008525482663,1.81647918650788
194,06, ,16500, , ,0616500,Hanford Joint Union High School District,00,09,12,G5410, ,E,650363449,189281,+36.3047466,-119.6141167,2022,2021-2022,0.0652730344818337,1.40165214986542
195,06, ,21400, , ,0621400,Lemoore Union High School District,00,09,12,G5410, ,E,658676368,311121,+36.2331345,-119.8435592,2022,2021-2022,0.0660569765436776,1.2798399622503
196,06, ,30750, , ,0630750,Placer Union High School District,00,09,12,G5410, ,E,2199742406,25197043,+39.0715279,-120.7122179,2022,2021-2022,0.231591412691159,3.53899822017108
197,06, ,33630, , ,0633630,Roseville Joint Union High School District,00,09,12,G5410, ,E,183595476,12539080,+38.7640574,-121.2964683,2022,2021-2022,0.0203284585222718,1.01419224873205
198,06, ,06013, , ,0606013,Turlock Unified School District (9-12),00,09,12,G5410,A,F,189832403,477368,+37.4823431,-120.9537302,2022,2021-2022,0.0193872467875735,0.912161911565533
199,06, ,06021, , ,0606021,Bishop Unified School District (9-12),00,09,12,G5410,A,F,459318047,4498848,+37.3969795,-118.6271209,2022,2021-2022,0.0471963579143448,1.18197012710203
200,06, ,36940, , ,0636940,Siskiyou Union High School District,00,09,12,G5410, ,E,5513527205,25015940,+41.3926588,-122.0181498,2022,2021-2022,0.597460684906309,6.37969165127881
201,06, ,43410, , ,0643410,Yreka Union High School District,00,09,12,G5410, ,E,3366736275,21126655,+41.7979070,-122.6321591,2022,2021-2022,0.366943393245492,3.6017704745334
202,06, ,06001, , ,0606001,Yosemite Unified School District (9-12),00,09,12,G5410,A,F,1338960295,16946745,+37.3429441,-119.7194288,2022,2021-2022,0.137876583987691,2.75119174833856
203,06, ,35600, , ,0635600,Santa Cruz City High School District,00,07,12,G5410, ,E,255196771,62567601,+37.0795862,-122.1744913,2022,2021-2022,0.0258965625844212,1.40019860851547
204,06, ,36600, , ,0636600,Shasta Union High School District,00,09,12,G5410, ,E,4714483128,44432484,+40.6640213,-122.1369203,2022,2021-2022,0.506795375970796,7.22351875016584
205,06, ,06031, , ,0606031,Tracy Unified School District (9-12),00,09,12,G5410,A,F,550558734,5567991,+37.6474454,-121.4124189,2022,2021-2022,0.0567775486906612,1.36343634887008
206,06, ,19540, , ,0619540,Kern High School District,00,09,12,G5410, ,E,7735757948,50926634,+35.3930930,-118.7772289,2022,2021-2022,0.772614963719207,6.38259419679336
207,06, ,31230, , ,0631230,Point Arena Joint Union High School District,00,09,12,G5410, ,E,1035873525,423050349,+38.8349084,-123.5185681,2022,2021-2022,0.107550179533973,2.79195496236303
208,06, ,05820, , ,0605820,Brawley Union High School District,00,09,12,G5410, ,E,2118423559,229287592,+33.1008061,-115.6819992,2022,2021-2022,0.22676832098341,3.14091510000826
209,06, ,06015, , ,0606015,Santa Cruz City High School District (9-12),00,09,12,G5410,A,F,45485317,68769211,+36.9545991,-121.9755307,2022,2021-2022,0.00463043188256052,0.422744125255672
210,06, ,02700, , ,0602700,Anderson Union High School District,00,09,12,G5410, ,E,613902310,7017858,+40.4438397,-122.3112663,2022,2021-2022,0.0659098741411981,1.86910628898368
211,06, ,29270, , ,0629270,Oxnard Union High School District,00,09,12,G5410, ,E,597816003,286641280,+34.1666166,-119.0841513,2022,2021-2022,0.0588561586434935,1.97327868461962
212,06, ,37260, , ,0637260,Sonora Union High School District,00,09,12,G5410, ,E,810331399,41434472,+37.9227248,-120.4225030,2022,2021-2022,0.087278232018889,2.06897107104316
213,06, ,38280, , ,0638280,Summerville Union High School District,00,09,12,G5410, ,E,3277919330,46609949,+38.1414340,-119.9276170,2022,2021-2022,0.341662473298584,3.41174855905198
214,06, ,99013, , ,0699013,Oakdale Joint Unified School District (9-12),00,09,12,G5410,A,F,501430246,8082964,+37.8527885,-120.7572634,2022,2021-2022,0.0521628059718751,1.68329832822342
215,06, ,99012, , ,0699012,Hughson Unified School District (9-12),00,09,12,G5410,A,F,286588184,17859363,+37.6270442,-120.5723086,2022,2021-2022,0.0310737808049453,1.10730142939049
216,06, ,99003, , ,0699003,Riverdale Joint Unified School District (9-12),00,09,12,G5410,A,F,557320963,695948,+36.4076630,-120.1525502,2022,2021-2022,0.0560615960166615,1.52397017331783
217,06, ,99004, , ,0699004,Sierra Unified School District (9-12),00,09,12,G5410,A,F,2950629174,63592439,+37.2236095,-119.0009358,2022,2021-2022,0.306105163661414,3.00548382387631
218,06, ,99005, , ,0699005,Orland Joint Unified School District (9-12),00,09,12,G5410,A,F,93428172,242372,+39.7181193,-122.1196270,2022,2021-2022,0.00983954694720524,0.623850863071744
219,06, ,99008, , ,0699008,Upper Lake Unified School District (9-12),00,09,12,G5410,A,F,77464652,36746376,+39.0907791,-122.7850454,2022,2021-2022,0.0118911014728837,0.515076078077974
220,06, ,99011, , ,0699011,Santa Cruz City High School District (6-12),00,06,12,G5410,A,F,98573043,152256395,+36.9537170,-122.0705997,2022,2021-2022,0.0100355724166548,0.744431718843801
221,06, ,99014, , ,0699014,Nevada Joint Union High School District (9-12),00,09,12,G5410,A,F,135672003,10983925,+39.4308753,-121.1005893,2022,2021-2022,0.0153467649020058,0.619503104763166
222,06, ,99001, , ,0699001,Gridley Unified School District (9-12),00,09,12,G5410,A,F,28874422,501120,+39.3263017,-121.6638966,2022,2021-2022,0.00306850593278796,0.265405340725165
223,06, ,99007, , ,0699007,Eureka City Unified School District (9-12),00,09,12,G5410,A,F,317621524,428451,+40.6872478,-123.9241334,2022,2021-2022,0.033878146546158,1.0150488932517
224,06, ,99006, , ,0699006,Eureka City Unified School District (7-12),00,07,12,G5410,A,F,322803817,15118309,+40.7143559,-124.0990456,2022,2021-2022,0.0344448598480085,1.2558932899603
225,06, ,99009, , ,0699009,Coast Unified School District (9-12),00,09,12,G5410,A,F,129832825,73161315,+35.4785848,-120.8947455,2022,2021-2022,0.0131319264091871,0.666636929620305
226,06, ,99010, , ,0699010,Paso Robles Joint Unified School District (9-12),00,09,12,G5410,A,F,742171366,19007193,+35.7829731,-120.7359099,2022,2021-2022,0.0758795633992122,2.27518051187619
227,06, ,99002, , ,0699002,Caruthers Unified School District (9-12),00,09,12,G5410,A,F,158190943,118819,+36.5792894,-119.9035634,2022,2021-2022,0.0159391297152069,0.898324907688936
228,27, ,27001, , ,2727001,Park Rapids Public School District in Pine Point (9-12),00,09,12,G5410,A,F,10707431,2071546,+46.9975863,-095.3953881,2022,2021-2022,0.00151108727823157,0.185521211000585
229,30, ,11260, , ,3011260,Fort Benton High School District,00,09,12,G5410, ,E,3233233587,18721637,+47.9197343,-110.9472082,2022,2021-2022,0.391331325488864,3.50631898302761
230,30, ,13590, , ,3013590,Havre High School District,00,09,12,G5410, ,E,3274408197,27885185,+48.6898671,-109.7810845,2022,2021-2022,0.403310222805885,4.63303579916745
231,30, ,28911, , ,3028911,Rocky Boy High School District,00,09,12,G5410, ,E,356472770,407152,+48.2330292,-109.8019317,2022,2021-2022,0.0432162635847817,2.15571951302316
232,30, ,00101, , ,3000101,Chester-Joplin-Inverness High School District,00,09,12,G5410, ,E,4536807836,45859963,+48.5729312,-110.9546212,2022,2021-2022,0.558378671465562,3.32779266355393
233,30, ,08340, , ,3008340,Dawson High School District,00,09,12,G5410, ,E,4242029807,28686619,+47.1327789,-104.8468185,2022,2021-2022,0.506489183300801,3.70932292095616
234,30, ,22410, , ,3022410,Richey High School District,00,09,12,G5410, ,E,1901230237,1197664,+47.5345039,-104.9448199,2022,2021-2022,0.227236790686675,2.64036375796246
235,30, ,25050, , ,3025050,Stevensville High School District,00,09,12,G5410, ,E,694870412,3006517,+46.5080544,-114.0462520,2022,2021-2022,0.081802135090129,1.86880261510743
236,30, ,03900, , ,3003900,Billings High School District,00,09,12,G5410, ,E,1788005458,6986335,+45.6773875,-108.4568917,2022,2021-2022,0.20729626677803,3.35794310861484
237,30, ,15120, , ,3015120,Jefferson High School District,00,09,12,G5410, ,E,2807618890,5056045,+46.2737978,-112.1326505,2022,2021-2022,0.328217982351362,2.94233100498698
238,30, ,27840, , ,3027840,Whitehall High School District,00,09,12,G5410, ,E,1846316682,1658308,+45.8964021,-112.0216047,2022,2021-2022,0.214248400321594,2.57679149497054
239,30, ,05040, , ,3005040,Brockton High School District,00,09,12,G5410, ,E,209122540,4952427,+48.1671541,-104.7998410,2022,2021-2022,0.0258825264641018,1.28976305024739
240,30, ,20100, , ,3020100,Park High School District,00,09,12,G5410, ,E,3445923588,12474300,+45.4630812,-110.5349297,2022,2021-2022,0.397945514570438,3.12996837083011
241,30, ,03840, , ,3003840,Bigfork High School District,00,09,12,G5410, ,E,985114328,79519360,+47.9028398,-113.8907908,2022,2021-2022,0.128043680668725,2.89366317398535
242,30, ,16770, , ,3016770,Lincoln County High School District,00,09,12,G5410, ,E,2791299327,73614924,+48.6910874,-115.0126353,2022,2021-2022,0.349910142076169,3.68734072022944
243,30, ,26580, , ,3026580,Troy High School District,00,09,12,G5410, ,E,3535863061,27949860,+48.6994376,-115.7560085,2022,2021-2022,0.434969347606966,3.64760245752985
244,30, ,06330, , ,3006330,Choteau High School District,00,09,12,G5410, ,E,3877987087,34319556,+47.8812348,-112.4622735,2022,2021-2022,0.470419794243753,4.1549021630736
245,30, ,10170, , ,3010170,Fairfield High School District,00,09,12,G5410, ,E,700320303,18200703,+47.6119949,-112.0469363,2022,2021-2022,0.0859600575531658,1.86148985593426
246,30, ,21540, , ,3021540,Power High School District,00,09,12,G5410, ,E,498913091,102785,+47.7362803,-111.6870077,2022,2021-2022,0.0598347910358825,1.47557059130993
247,30, ,18540, , ,3018540,Missoula High School District,00,09,12,G5410, ,E,5297127387,56862344,+47.0693753,-113.8581532,2022,2021-2022,0.633911281331166,6.18475373367164
248,30, ,13340, , ,3013340,Hardin High School District,00,09,12,G5410, ,E,7356476318,43636784,+45.5204008,-107.4573409,2022,2021-2022,0.85221810011808,6.83988957833879
249,30, ,13360, , ,3013360,Plenty Coups High School District,00,09,12,G5410, ,E,1382267947,713092,+45.3579660,-108.3611108,2022,2021-2022,0.158792147116401,1.83032145552359
250,30, ,17040, , ,3017040,Lodge Grass High School District,00,09,12,G5410, ,E,3034005001,2803783,+45.2073046,-107.4031079,2022,2021-2022,0.347840654951142,2.60895561910736
251,30, ,26100, , ,3026100,Thompson Falls High School District,00,09,12,G5410, ,E,2512155387,12907679,+47.6626617,-115.2731327,2022,2021-2022,0.302608528999372,3.1434941263712
252,30, ,05610, , ,3005610,Carter County High School District,00,09,12,G5410, ,E,8415496489,19332636,+45.5168247,-104.5153243,2022,2021-2022,0.971364135490148,4.51727723740742
